days,bT,sT,y1970,y1980,y1990,y2000,y2010,y2017
14,1.095,0.975,1.23268,1.44152,2.79442,0.89381,1.04962,4.65844
14,1.095,0.97,1.36723,1.55686,2.67000,1.07314,1.52346,9.29162
14,1.095,0.965,1.38607,1.53031,2.43759,1.05264,1.49296,8.12555
14,1.095,0.96,1.46138,2.09343,2.36467,1.30183,1.41254,13.30301
14,1.095,0.955,2.00576,2.29868,2.16945,1.44517,1.51831,21.94750
14,1.095,0.95,1.83501,2.81657,2.24648,1.40010,1.42119,23.10322
14,1.095,0.945,1.79510,3.64046,2.22678,1.53631,1.20182,26.86832
14,1.095,0.94,1.82586,3.60679,2.15073,1.37144,1.18943,23.10408
14,1.095,0.9349999999999999,1.81457,3.58125,2.71099,1.29159,1.19542,27.20094
14,1.095,0.9299999999999999,2.18717,3.63303,3.03706,1.32120,1.19542,38.11487
14,1.095,0.925,2.10356,3.25003,3.00616,1.29855,1.26575,33.78023
14,1.095,0.9199999999999999,1.75273,2.91524,3.00616,1.09689,1.42332,23.98100
14,1.095,0.915,1.72863,2.58435,3.58546,1.43691,1.34583,30.97553
14,1.095,0.91,1.64051,2.58435,6.07059,1.41390,1.29934,47.28254
14,1.095,0.905,1.74177,2.56118,6.07059,1.41814,2.51234,96.48469
14,1.1,0.99,1.33638,1.48104,2.45734,0.86823,1.07916,4.55700
14,1.1,0.985,1.33638,1.48520,2.45735,0.90702,1.08736,4.81028
14,1.1,0.98,1.32941,1.44138,2.42872,0.91433,1.10055,4.68302
14,1.1,0.975,1.27135,1.41990,2.51569,0.99636,1.10242,4.98819
14,1.1,0.97,1.41011,1.53351,2.46103,1.22904,1.60010,10.46573
14,1.1,0.965,1.42954,1.50736,2.24681,1.20556,1.60010,9.33928
14,1.1,0.96,1.51828,2.06204,2.22080,1.29633,1.51390,13.64495
14,1.1,0.955,2.08385,2.27775,2.02567,1.40974,1.51727,20.56565
14,1.1,0.95,1.90645,2.79093,1.91870,1.36577,1.47197,20.52372
14,1.1,0.945,1.87004,3.60732,1.90679,1.49864,1.27390,24.55683
14,1.1,0.94,1.87004,3.57396,1.84168,1.33781,1.26076,20.76074
14,1.1,0.9349999999999999,1.86452,3.54865,2.32186,1.25993,1.26712,24.52602
14,1.1,0.9299999999999999,2.30819,3.59995,2.37342,1.28881,1.26712,32.20681
14,1.1,0.925,2.21996,3.22044,2.34927,1.26671,1.34166,28.54406
14,1.1,0.9199999999999999,1.72758,2.88871,2.34927,1.06999,1.36007,17.06138
14,1.1,0.915,1.70382,2.56083,2.80199,1.40168,1.33710,22.91304
14,1.1,0.91,1.61696,2.56083,4.74408,1.37923,1.29091,34.97557
14,1.1,0.905,1.71677,2.53786,4.74408,1.38337,2.43973,69.76065
15,1.01,0.99,2.63621,5.47785,5.41707,1.62717,1.58597,201.87431
15,1.01,0.985,2.45814,5.26353,5.84048,1.77607,1.44495,193.92972
15,1.01,0.98,2.59188,4.90522,6.03478,2.19263,1.60360,269.77306
15,1.01,0.975,2.66678,5.02333,6.14085,2.01163,1.53153,253.44286
15,1.01,0.97,2.61014,4.87084,6.75936,1.79500,1.70469,262.95681
15,1.01,0.965,2.62507,3.85381,6.84815,1.73772,1.87316,225.50720
15,1.01,0.96,2.62272,4.06592,5.98660,1.74799,1.65942,185.17611
15,1.01,0.955,2.63337,4.44746,6.54674,1.57270,1.79245,216.14396
15,1.01,0.95,2.58626,4.29276,6.72430,1.44246,1.66972,179.80566
15,1.01,0.945,2.57519,4.13240,7.18751,1.56712,1.57868,189.22837
15,1.01,0.94,2.68787,4.19871,6.69522,1.63160,1.54316,190.24555
15,1.01,0.9349999999999999,2.77015,3.84479,6.29034,1.41997,1.82389,173.51082
15,1.01,0.9299999999999999,2.70302,3.80565,6.77393,1.49475,1.93714,201.76674
15,1.01,0.925,2.65217,3.57739,8.09199,1.31420,2.25109,227.13264
15,1.01,0.9199999999999999,2.00875,3.69285,7.93148,1.38748,2.45530,200.43469
15,1.01,0.915,2.09279,3.38288,7.64271,1.24483,2.42524,163.35260
15,1.01,0.91,1.85980,3.38288,7.80992,1.05239,2.33965,120.98404
15,1.01,0.905,1.76942,3.44111,7.82112,0.96013,2.33398,106.71469
15,1.015,0.99,2.59172,5.71356,5.80284,1.28570,1.55866,172.19750
15,1.015,0.985,2.63270,5.45592,6.35725,1.43551,1.37592,180.36036
15,1.015,0.98,2.80460,5.08452,6.46060,1.82716,1.59438,268.38781
15,1.015,0.975,2.72755,5.14322,6.66839,1.70029,1.57893,251.14018
15,1.015,0.97,2.67746,4.88160,7.37749,1.51986,1.79207,262.63473
15,1.015,0.965,2.67006,3.86232,7.14354,1.47136,1.82886,198.23687
15,1.015,0.96,2.69596,4.25594,6.02504,1.43898,1.62017,161.16967
15,1.015,0.955,2.79859,4.73710,6.58057,1.33258,1.75019,203.46707
15,1.015,0.95,2.74245,4.57905,6.74105,1.23060,1.64988,171.87495
15,1.015,0.945,2.73072,4.40800,7.20541,1.33696,1.55992,180.88205
15,1.015,0.94,2.85020,4.22291,6.63901,1.39196,1.52483,169.60491
15,1.015,0.9349999999999999,2.95220,3.86695,6.23753,1.21142,1.80960,156.09972
15,1.015,0.9299999999999999,2.91079,3.82758,6.78340,1.27522,1.92196,185.23002
15,1.015,0.925,2.85603,3.59801,8.10331,1.12119,2.23345,208.51694
15,1.015,0.9199999999999999,2.21365,3.70998,7.94258,1.18245,2.45530,189.37850
15,1.015,0.915,2.30627,3.39857,7.65340,1.06088,2.42524,154.34190
15,1.015,0.91,2.04951,3.39857,7.82084,0.89602,2.33965,114.20114
15,1.015,0.905,1.96359,3.45708,7.83206,0.82837,2.33398,102.79226
15,1.02,0.99,2.82873,5.86870,6.13264,1.23669,1.52096,191.49614
15,1.02,0.985,2.90960,5.67050,6.65499,1.50919,1.31984,218.71001
15,1.02,0.98,2.74461,5.32783,6.54511,2.09457,1.49457,299.61227
15,1.02,0.975,2.55950,5.41669,6.77235,1.94914,1.48088,271.01309
15,1.02,0.97,2.53986,5.31905,7.30766,1.71461,1.70495,288.60203
15,1.02,0.965,2.58531,4.20843,7.07593,1.56290,1.78368,214.61727
15,1.02,0.96,2.54778,4.42907,6.10373,1.57501,1.58015,171.41570
15,1.02,0.955,2.67598,4.86874,6.77015,1.45856,1.78775,230.00076
15,1.02,0.95,2.62230,4.45036,6.91162,1.34694,1.68529,183.09684
15,1.02,0.945,2.61973,4.28411,7.25749,1.46287,1.50125,178.88112
15,1.02,0.94,2.75325,4.23085,6.91240,1.52306,1.46748,179.96699
15,1.02,0.9349999999999999,2.85911,3.87422,6.49439,1.32174,1.74752,166.15805
15,1.02,0.9299999999999999,2.81900,3.83504,7.06274,1.39135,1.85603,197.17854
15,1.02,0.925,2.76597,3.62610,8.27517,1.23174,2.15684,220.49520
15,1.02,0.9199999999999999,2.14385,3.78343,8.11103,1.31001,2.37108,204.35093
15,1.02,0.915,2.23354,3.46586,7.69485,1.18115,2.34205,164.78016
15,1.02,0.91,1.98488,3.46586,7.85205,1.14283,2.25940,139.47736
15,1.02,0.905,1.90167,3.53002,7.86331,1.05655,2.28302,127.32667
15,1.025,0.99,2.75050,5.98417,6.30570,1.19526,1.50060,186.15471
15,1.025,0.985,2.82913,5.84572,7.00638,1.51694,1.34252,235.97853
15,1.025,0.98,2.70446,5.60312,6.86471,2.14728,1.47366,329.16947
15,1.025,0.975,2.52205,5.70522,6.68273,2.00745,1.45809,281.45530
15,1.025,0.97,2.50998,5.45197,6.73306,1.82534,1.72030,289.32217
15,1.025,0.965,2.56518,4.35190,6.48768,1.64518,1.79553,213.93973
15,1.025,0.96,2.52794,4.48260,5.59630,1.58069,1.50520,150.88226
15,1.025,0.955,2.67529,4.82583,6.35996,1.46382,1.71559,206.20391
15,1.025,0.95,2.63687,4.41795,6.52582,1.37954,1.62852,170.79342
15,1.025,0.945,2.63429,4.25483,6.87603,1.55651,1.45068,174.02265
15,1.025,0.94,2.76855,4.20194,6.55961,1.62055,1.41805,175.36076
15,1.025,0.9349999999999999,2.88394,3.85166,6.16293,1.43951,1.70900,168.41418
15,1.025,0.9299999999999999,2.85007,3.83162,6.72503,1.41281,1.86372,193.37242
15,1.025,0.925,2.79645,3.62287,7.91098,1.28942,2.13918,221.07041
15,1.025,0.9199999999999999,2.16748,3.81551,7.75407,1.39764,2.36679,212.12531
15,1.025,0.915,2.23986,3.50230,7.35620,1.26016,2.33782,170.00546
15,1.025,0.91,1.99050,3.50230,7.77172,1.17845,2.25531,143.99528
15,1.025,0.905,1.90329,3.55886,7.78286,1.08948,2.35133,135.04711
15,1.03,0.99,2.68992,5.31479,6.06701,1.26174,1.39233,152.37514
15,1.03,0.985,2.81601,5.28426,6.77758,1.53300,1.25180,193.53871
15,1.03,0.98,2.60522,5.06555,6.27886,2.14672,1.37993,245.46236
15,1.03,0.975,2.46197,5.38805,6.28898,1.97639,1.48427,244.72598
15,1.03,0.97,2.46591,5.14888,6.27071,1.79710,1.79300,256.54192
15,1.03,0.965,2.52280,4.17707,6.04217,1.61973,1.88806,194.71776
15,1.03,0.96,2.56324,4.51101,5.25377,1.57851,1.58277,151.77447
15,1.03,0.955,2.55239,4.85848,5.56099,1.46064,1.80833,182.14652
15,1.03,0.95,2.51574,4.62227,5.88120,1.40567,1.57894,151.78751
15,1.03,0.945,2.55255,4.47367,6.56007,1.59508,1.40651,168.06346
15,1.03,0.94,2.69969,4.07332,6.25819,1.51662,1.37487,143.49906
15,1.03,0.9349999999999999,2.84565,3.75254,5.87975,1.34718,1.67252,141.46972
15,1.03,0.9299999999999999,2.82106,3.46496,6.42722,1.32220,1.82284,151.41842
15,1.03,0.925,2.76799,3.27618,7.34749,1.23180,2.09227,171.72259
15,1.03,0.9199999999999999,2.14541,3.43526,7.20175,1.33519,2.31299,163.91734
15,1.03,0.915,2.21706,3.30871,6.83222,1.20385,2.33782,141.05250
15,1.03,0.91,1.97024,3.30871,7.41603,1.12579,2.25531,122.74726
15,1.03,0.905,1.90204,3.55402,7.42666,1.04944,2.35133,123.88036
15,1.035,0.99,2.67668,4.71285,6.42668,1.14494,1.38743,128.78430
15,1.035,0.985,2.84112,4.71693,7.13586,1.24502,1.25619,149.56449
15,1.035,0.98,2.69674,4.54761,6.73493,1.81647,1.34827,202.28377
15,1.035,0.975,2.45084,4.85514,6.88337,1.67235,1.41098,193.27039
15,1.035,0.97,2.38935,4.74379,6.71773,1.59746,1.71126,208.14842
15,1.035,0.965,2.49369,3.84844,6.28133,1.43979,1.81778,157.76863
15,1.035,0.96,2.53367,4.04577,5.61812,1.40316,1.52385,123.13736
15,1.035,0.955,2.54304,4.56836,5.87117,1.29838,1.75613,155.52365
15,1.035,0.95,2.57326,4.41787,6.16474,1.25312,1.53445,134.75904
15,1.035,0.945,2.61090,4.26656,6.89373,1.42197,1.36689,149.26099
15,1.035,0.94,2.76141,3.88473,6.57650,1.37731,1.33614,129.82869
15,1.035,0.9349999999999999,2.91071,3.57881,6.38197,1.17358,1.68501,131.46407
15,1.035,0.9299999999999999,2.88556,3.38001,6.75407,1.15181,1.83646,139.33987
15,1.035,0.925,2.83127,3.19586,7.29216,1.06315,2.10790,147.86660
15,1.035,0.9199999999999999,2.21960,3.37973,7.17250,1.15239,2.33027,144.48752
15,1.035,0.915,2.09312,3.25522,6.77104,1.03903,2.35528,112.90161
15,1.035,0.91,1.86009,3.25522,7.38868,0.97166,2.27216,98.77182
15,1.035,0.905,1.79571,3.49656,7.39927,0.90576,2.33815,98.38996
15,1.04,0.99,2.55493,4.40527,6.24585,1.05137,1.25759,92.94767
15,1.04,0.985,2.76962,4.40908,6.67486,1.14135,1.12080,104.26988
15,1.04,0.98,2.70890,4.14885,6.38924,1.70966,1.16019,142.43313
15,1.04,0.975,2.47184,4.47376,6.76084,1.50770,1.17941,132.94618
15,1.04,0.97,2.41254,4.37116,6.86227,1.49409,1.59861,172.84542
15,1.04,0.965,2.39331,3.54614,6.41648,1.34663,1.71677,125.89539
15,1.04,0.96,2.42245,3.72797,5.80401,1.32264,1.43917,99.77226
15,1.04,0.955,2.59478,4.34753,6.06544,1.24706,1.72941,147.56814
15,1.04,0.95,2.64110,4.31419,6.59062,1.20359,1.52303,137.65700
15,1.04,0.945,2.54683,4.19437,7.56203,1.36577,1.35671,149.68209
15,1.04,0.94,2.70530,3.81901,7.29582,1.30290,1.32619,130.24355
15,1.04,0.9349999999999999,2.79391,3.52292,7.08001,1.15873,1.68152,135.78021
15,1.04,0.9299999999999999,2.78810,3.34409,7.19125,1.13724,1.81989,138.76812
15,1.04,0.925,2.73565,3.16190,7.80824,1.08717,2.08888,153.38112
15,1.04,0.9199999999999999,2.14157,3.37442,7.72684,1.15118,2.33027,149.78991
15,1.04,0.915,2.01953,3.25011,7.48335,1.03794,2.35528,120.07741
15,1.04,0.91,1.79470,3.25011,7.93738,0.99918,2.27216,105.11173
15,1.04,0.905,1.77374,3.49107,7.94876,0.93142,2.33815,107.19281
15,1.045,0.99,2.26185,4.25573,5.00256,1.01232,1.28033,62.41199
15,1.045,0.985,2.43746,4.33783,5.89312,1.13746,1.14584,81.21120
15,1.045,0.98,2.27541,4.10585,5.60948,1.73115,1.17748,106.82576
15,1.045,0.975,2.15068,4.51652,6.13496,1.55377,1.15965,107.37565
15,1.045,0.97,2.09886,4.41294,6.79048,1.49494,1.63176,153.42294
15,1.045,0.965,2.08213,3.60777,6.15977,1.34739,1.75236,109.25185
15,1.045,0.96,2.10772,3.82993,5.63566,1.32339,1.46901,88.44243
15,1.045,0.955,2.41723,4.25109,5.88951,1.30007,1.70363,134.04146
15,1.045,0.95,2.47323,4.23878,6.50623,1.25475,1.51103,129.31983
15,1.045,0.945,2.38495,4.19441,7.46519,1.41695,1.34602,142.42865
15,1.045,0.94,2.57055,3.81904,6.81832,1.35172,1.31575,119.04649
15,1.045,0.9349999999999999,2.71283,3.73922,6.61664,1.31738,1.67259,147.89028
15,1.045,0.9299999999999999,2.73453,3.61716,6.76664,1.29294,1.81022,156.65079
15,1.045,0.925,2.68308,3.43011,7.47534,1.25174,2.10803,181.53641
15,1.045,0.9199999999999999,2.10041,3.67442,7.39742,1.32544,2.35781,178.41991
15,1.045,0.915,1.98073,3.33339,7.16431,1.19506,2.38312,134.71638
15,1.045,0.91,1.76021,3.33339,7.93738,1.25396,2.29901,134.26171
15,1.045,0.905,1.73966,3.58053,7.94876,1.17900,2.27125,132.58359
15,1.05,0.99,2.05040,4.21162,4.22288,1.10731,1.27578,51.51604
15,1.05,0.985,2.20959,4.37432,4.34143,1.23420,1.14177,59.13161
15,1.05,0.98,2.06270,4.27219,4.15730,1.82709,1.16786,78.17155
15,1.05,0.975,1.99608,4.68067,4.46091,1.64242,1.11394,76.25298
15,1.05,0.97,1.94799,4.69683,5.23075,1.58284,1.52394,115.44128
15,1.05,0.965,1.93595,4.02160,4.74490,1.42661,1.63486,86.16003
15,1.05,0.96,1.89544,4.22307,4.34118,1.46223,1.37051,69.63746
15,1.05,0.955,2.24566,4.70757,4.53672,1.48541,1.59046,113.30526
15,1.05,0.95,2.29768,4.87785,4.81889,1.46631,1.41502,112.06097
15,1.05,0.945,2.21566,4.82680,5.52915,1.65586,1.26050,123.42030
15,1.05,0.94,2.43388,4.43187,5.05004,1.57963,1.23214,106.02242
15,1.05,0.9349999999999999,2.60549,4.44108,4.98884,1.70040,1.59540,156.60211
15,1.05,0.9299999999999999,2.62633,3.91062,6.25625,1.66887,1.72668,185.15701
15,1.05,0.925,2.57692,3.77855,6.91150,1.55222,2.01074,210.04238
15,1.05,0.9199999999999999,2.01731,3.67747,6.83945,1.67531,2.24899,191.17189
15,1.05,0.915,1.90235,3.33616,6.84272,1.51971,2.27717,150.28727
15,1.05,0.91,1.69057,3.33616,7.66285,1.59460,2.19680,151.39532
15,1.05,0.905,1.67082,3.58350,7.67383,1.49929,2.17028,149.50305
15,1.055,0.99,1.86691,3.67416,4.28386,1.13995,1.22465,41.02170
15,1.055,0.985,2.00800,3.81610,4.49153,1.28322,1.13974,50.33642
15,1.055,0.98,1.89434,3.75212,4.15921,1.81496,1.14999,61.70277
15,1.055,0.975,1.95225,4.19187,4.50147,1.69717,1.12127,70.10288
15,1.055,0.97,1.93713,4.20635,5.51216,1.69801,1.50264,114.59895
15,1.055,0.965,1.84029,3.76343,5.00079,1.53042,1.61747,85.73442
15,1.055,0.96,1.80918,3.87743,4.35224,1.43939,1.43082,62.87863
15,1.055,0.955,2.15870,4.32854,4.39345,1.46221,1.67597,100.60388
15,1.055,0.95,2.25872,4.48511,4.66671,1.48905,1.41285,99.46092
15,1.055,0.945,2.17810,4.64078,5.39779,1.68154,1.26432,115.99709
15,1.055,0.94,2.28143,4.26107,4.94461,1.60413,1.23588,95.29565
15,1.055,0.9349999999999999,2.51336,4.26992,4.99065,1.59878,1.60024,137.02683
15,1.055,0.9299999999999999,2.54442,3.75990,6.52155,1.56913,1.69613,166.04847
15,1.055,0.925,2.49655,3.63293,6.81700,1.45945,1.95564,176.46972
15,1.055,0.9199999999999999,1.97550,3.54713,6.74594,1.60509,2.22187,168.58319
15,1.055,0.915,1.86293,3.27752,6.67704,1.45601,2.24971,133.54163
15,1.055,0.91,1.65553,3.27752,7.47731,1.47999,2.17031,130.31905
15,1.055,0.905,1.63619,3.56824,7.48803,1.39152,2.20615,134.20940
15,1.06,0.99,1.73276,3.21797,3.85295,1.00136,1.24800,26.84839
15,1.06,0.985,1.88669,3.44975,4.09190,1.10525,1.17573,34.60840
15,1.06,0.98,1.82807,3.38461,3.79897,1.67914,1.18630,46.82214
15,1.06,0.975,1.89888,3.48374,4.16623,1.59754,1.12557,49.55798
15,1.06,0.97,1.81140,3.53469,4.72810,1.61410,1.52781,74.65415
15,1.06,0.965,1.74956,3.18374,4.46629,1.45480,1.68140,60.85381
15,1.06,0.96,1.81484,3.50284,4.08677,1.47405,1.48737,56.95982
15,1.06,0.955,2.17752,3.93125,4.12547,1.49741,1.64065,86.76028
15,1.06,0.95,2.31160,4.56084,4.37675,1.52490,1.38307,97.31841
15,1.06,0.945,2.22909,5.47216,4.72219,1.73318,1.23767,123.56057
15,1.06,0.94,2.34813,5.02443,4.32573,1.65339,1.20983,102.08691
15,1.06,0.9349999999999999,2.59916,4.54416,4.36601,1.64788,1.56651,133.11658
15,1.06,0.9299999999999999,2.50016,4.03142,5.75320,1.61732,1.66039,155.71871
15,1.06,0.925,2.45313,3.93098,6.13010,1.55979,1.91443,176.51968
15,1.06,0.9199999999999999,1.95490,3.54713,6.33713,1.71544,2.17504,163.95972
15,1.06,0.915,1.84350,3.27752,6.45709,1.57151,2.20230,135.02622
15,1.06,0.91,1.63827,3.27752,7.23101,1.44349,2.12457,119.07352
15,1.06,0.905,1.62904,3.56824,7.24137,1.35721,2.19943,125.65088
15,1.065,0.99,1.68608,2.94279,3.80900,0.86555,1.23399,20.18588
15,1.065,0.985,1.85690,3.15475,3.93591,0.89293,1.15988,23.87976
15,1.065,0.98,1.82254,3.09518,3.66791,1.37669,1.13159,32.23336
15,1.065,0.975,1.93877,3.18914,4.02135,1.35013,1.10125,36.96857
15,1.065,0.97,1.92765,3.22904,4.52981,1.36413,1.38666,53.33428
15,1.065,0.965,1.87363,2.90843,4.26534,1.22949,1.52607,43.61099
15,1.065,0.96,1.95447,3.40769,3.52691,1.25924,1.37034,40.53414
15,1.065,0.955,2.30563,3.85214,3.62361,1.27920,1.55847,64.16113
15,1.065,0.95,2.48687,4.46907,3.93831,1.30269,1.35842,77.45560
15,1.065,0.945,2.42338,5.43110,4.24915,1.55844,1.18334,103.13652
15,1.065,0.94,2.57854,4.98673,3.89240,1.48670,1.15672,86.07160
15,1.065,0.9349999999999999,2.57107,4.51006,3.92865,1.48175,1.48209,100.04312
15,1.065,0.9299999999999999,2.47110,4.03142,4.48378,1.45426,1.44716,94.00529
15,1.065,0.925,2.42461,3.93098,4.77752,1.43052,1.66858,108.68865
15,1.065,0.9199999999999999,1.95449,3.54713,4.84495,1.58089,1.90174,100.98378
15,1.065,0.915,1.84311,3.27752,5.19763,1.44824,1.93529,88.00125
15,1.065,0.91,1.63792,3.27752,7.09381,1.32873,1.86699,94.47019
15,1.065,0.905,1.62870,3.56824,7.10398,1.29722,2.17658,116.56935
15,1.07,0.99,1.80232,2.59017,3.35897,0.73599,1.04481,12.05804
15,1.07,0.985,1.85007,2.79179,3.49425,0.73540,0.93259,12.37772
15,1.07,0.98,1.84301,2.75818,3.25633,1.05601,0.90682,15.85138
15,1.07,0.975,1.96054,2.84101,3.57011,1.03564,0.91766,18.89824
15,1.07,0.97,1.96148,2.95854,4.05390,1.04796,0.96921,23.89442
15,1.07,0.965,1.94166,2.77719,3.86044,0.95897,1.51453,30.23436
15,1.07,0.96,2.03954,3.33660,3.22368,0.97838,1.37297,29.46844
15,1.07,0.955,2.41192,3.57044,2.98841,0.99389,1.56468,40.02104
15,1.07,0.95,2.61897,4.10696,2.92237,1.01964,1.33118,42.66465
15,1.07,0.945,2.58049,5.42696,3.15302,1.21982,1.15961,62.45889
15,1.07,0.94,2.53839,5.06844,2.86202,1.16367,1.13352,48.56965
15,1.07,0.9349999999999999,2.66812,4.58396,2.95816,1.08558,1.48387,58.28098
15,1.07,0.9299999999999999,2.65255,3.98155,3.37616,1.06545,1.44890,55.04390
15,1.07,0.925,2.60264,3.88235,3.76396,0.98704,1.67058,62.71277
15,1.07,0.9199999999999999,2.17736,3.50325,4.25970,1.36326,1.90403,84.33983
15,1.07,0.915,2.17736,3.23698,4.64989,1.39014,1.93761,88.27496
15,1.07,0.91,1.93495,3.23698,6.34625,1.28861,1.86923,95.74375
15,1.07,0.905,1.97202,3.55313,6.35535,1.25805,2.17658,121.93638
15,1.075,0.99,1.63039,2.73094,2.96606,0.80106,0.95521,10.10518
15,1.075,0.985,1.62012,2.68835,3.08551,0.77584,0.89147,9.29479
15,1.075,0.98,1.61150,2.65599,2.98410,1.11458,0.87627,12.47448
15,1.075,0.975,1.71657,2.74609,3.30320,1.11670,0.87837,15.27314
15,1.075,0.97,1.72698,2.71815,3.75083,1.12937,0.90310,17.95814
15,1.075,0.965,1.70824,2.55154,3.57183,1.06306,1.45927,24.15106
15,1.075,0.96,1.77338,3.06549,2.98268,1.04393,1.31983,22.34080
15,1.075,0.955,2.12086,3.32223,2.76500,1.06818,1.53885,32.02423
15,1.075,0.95,2.21011,3.82145,2.70389,1.09067,1.32043,32.88798
15,1.075,0.945,2.17763,5.04969,2.91730,1.26758,1.15024,46.77308
15,1.075,0.94,2.14211,4.71609,2.67198,1.22870,1.12437,37.29166
15,1.075,0.9349999999999999,2.25158,4.26529,2.76175,1.15582,1.49630,45.87003
15,1.075,0.9299999999999999,2.26117,3.70476,3.19006,1.13438,1.46104,44.29082
15,1.075,0.925,2.21863,3.61246,3.25643,0.96251,1.59458,40.05716
15,1.075,0.9199999999999999,1.88055,3.25972,3.71921,1.46961,1.84127,61.69284
15,1.075,0.915,1.88055,3.01195,4.55491,1.49533,1.87374,72.28679
15,1.075,0.91,1.71424,3.01195,6.21663,1.25594,1.80761,72.87001
15,1.075,0.905,1.76275,3.30613,6.22554,1.23306,2.10483,94.16403
15,1.08,0.99,1.54010,2.75191,3.34447,0.84813,0.88452,10.63359
15,1.08,0.985,1.53040,2.70899,3.47916,0.80385,0.82396,9.55363
15,1.08,0.98,1.52226,2.67638,3.36481,1.15361,0.81017,12.81232
15,1.08,0.975,1.62641,2.76718,3.77698,1.16745,0.81210,16.11616
15,1.08,0.97,1.62536,2.73902,4.11408,1.23334,0.85147,19.23402
15,1.08,0.965,1.61797,2.57113,3.97883,1.17332,1.44264,28.01701
15,1.08,0.96,1.67967,3.08902,3.28363,1.26763,1.32598,28.63695
15,1.08,0.955,2.09562,3.34773,3.02645,1.32542,1.37868,38.79822
15,1.08,0.95,2.18381,3.85079,2.95813,1.35332,1.18299,39.82537
15,1.08,0.945,2.15172,5.08846,3.23024,1.61370,1.08469,61.90627
15,1.08,0.94,2.11662,4.75230,2.95860,1.57531,1.06029,49.70762
15,1.08,0.9349999999999999,2.22478,4.29804,3.13493,1.47659,1.40398,62.14480
15,1.08,0.9299999999999999,2.23426,3.73321,3.62112,1.45803,1.37089,60.37081
15,1.08,0.925,2.19223,3.64020,3.69645,1.24602,1.49619,54.99306
15,1.08,0.9199999999999999,1.85817,3.28474,3.92734,1.59846,1.74936,67.02953
15,1.08,0.915,1.85817,3.02536,4.94149,1.66034,1.78021,82.10901
15,1.08,0.91,1.69384,3.02536,6.74424,1.41367,1.71738,83.90678
15,1.08,0.905,1.74177,3.32085,6.75390,1.23306,1.62999,78.51683
15,1.085,0.99,1.56752,2.76288,2.99787,0.83142,1.01108,10.91430
15,1.085,0.985,1.55765,2.72724,2.98542,0.79162,0.98989,9.93798
15,1.085,0.98,1.54936,2.69441,2.88440,1.09165,0.97331,12.79399
15,1.085,0.975,1.67949,2.78581,3.23772,1.10757,0.94823,15.90942
15,1.085,0.97,1.67840,2.77138,3.52670,1.17355,0.92215,17.75270
15,1.085,0.965,1.67077,2.60151,3.41076,1.13027,1.36645,22.89663
15,1.085,0.96,1.74529,2.88068,2.83445,1.22112,1.31853,22.94462
15,1.085,0.955,2.07835,3.20116,2.65983,1.28981,1.31999,30.12847
15,1.085,0.95,2.16581,3.68219,2.59979,1.31696,1.14316,31.21363
15,1.085,0.945,2.13398,4.86567,2.86466,1.57035,1.06340,49.67049
15,1.085,0.94,2.09917,4.54423,2.62377,1.53299,1.03948,39.88290
15,1.085,0.9349999999999999,2.20645,4.13139,2.85643,1.48790,1.21961,47.25068
15,1.085,0.9299999999999999,2.21585,3.79248,3.33693,1.46920,1.20808,49.77205
15,1.085,0.925,2.17416,3.72925,3.09233,1.35641,1.20021,40.81755
15,1.085,0.9199999999999999,1.85817,3.21677,3.28548,1.74007,1.40330,47.95356
15,1.085,0.915,1.85817,2.96276,4.13389,1.84699,1.47424,61.96901
15,1.085,0.91,1.69384,2.96276,6.74424,1.57259,1.43414,76.33205
15,1.085,0.905,1.74177,3.29322,6.75390,1.37167,1.36116,72.33128
15,1.09,0.99,1.51822,1.82731,2.62325,0.94815,1.04442,7.20673
15,1.09,0.985,1.50866,1.82085,2.62325,0.89185,1.02521,6.58884
15,1.09,0.98,1.50063,1.79332,2.56054,1.20721,1.00804,8.38546
15,1.09,0.975,1.62667,1.85473,2.90658,1.12937,0.98207,9.72614
15,1.09,0.97,1.62562,1.85224,3.16600,0.99585,0.95505,9.06668
15,1.09,0.965,1.61823,1.78485,3.06191,0.95912,1.42568,12.09290
15,1.09,0.96,1.69039,1.99200,2.54455,1.03101,1.37569,12.15268
15,1.09,0.955,2.01298,2.23258,2.38780,1.11628,1.37720,16.49744
15,1.09,0.95,2.09769,2.65633,2.33389,1.27837,1.25390,20.84603
15,1.09,0.945,2.06686,3.55236,2.61067,1.53303,1.16641,34.27544
15,1.09,0.94,2.03315,3.31768,2.39114,1.49656,1.14017,27.52145
15,1.09,0.9349999999999999,2.13705,3.29041,2.60316,1.45254,1.18476,31.50126
15,1.09,0.9299999999999999,2.14615,2.92251,3.04107,1.43429,1.17356,32.10585
15,1.09,0.925,2.10578,2.87379,2.81815,1.32417,1.16592,26.32968
15,1.09,0.9199999999999999,1.79973,2.47880,3.03272,1.69871,1.36321,31.33028
15,1.09,0.915,1.79973,2.19745,3.81586,1.81066,1.43212,39.13247
15,1.09,0.91,1.64057,2.19745,6.22539,1.60131,1.39317,50.06772
15,1.09,0.905,1.74177,2.44255,6.23432,1.43195,1.32227,50.21961
15,1.095,0.99,1.51049,1.51408,2.63667,0.91970,1.04195,5.77855
15,1.095,0.985,1.50098,1.51294,2.63667,0.88180,1.02279,5.40020
15,1.095,0.98,1.49299,1.49007,2.57364,1.29961,1.00567,7.48303
